CPOD_completeIDnum,CPOD_IDnum,CPOD_Date,CPOD_FileEndMin,CPOD_FileEndMinNum,CPOD_DPM,CPOD_Nall,CPOD_MinsOn,CPOD_completeIDnum_edit,CPOD_CPODloc_ID,CPOD_CPODloc_ID_nozero,CPOD_summedPPS,CPOD_summedPPS_edit,CPOD_totalTimeLost,CPOD_locID
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-09-24,23:59,58242239,8,31066,1440,005 D4 2010 07 25 POD606 V2,5,5,33,15,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-09-24,23:59,58242239,1,347578,1440,023 B1 2010 07 20 POD605 V2,23,23,6,6,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-09-24,23:59,58242239,0,2239795,1440,025 A1 2010 07 30 POD610 V2,25,25,0,0,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-09-24,23:59,58242239,1,518632,1440,029 A2 2010 07 12 POD564 V2,29,29,2,2,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-09-24,23:59,58242239,1,634136,1440,035 B3 2010 07 20 POD558 V2,35,35,4,0,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-09-24,23:59,58242239,2,436907,1440,036 A3 2010 07 12 POD599 V2,36,36,5,5,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-09-24,23:59,58242239,1,108096,1440,037 A4 2010 07 12 POD588 V2,37,37,2,2,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-09-24,23:59,58242239,2,30691,1440,038 A5 2010 07 12 POD598 V2,38,38,5,3,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-09-24,23:59,58242239,144,305465,1440,039 A6 2010 07 12 POD565 V2,39,39,797,24,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-09-24,23:59,58242239,2,33444,1440,041 A8 2010 07 12 POD589 V2,41,41,5,5,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-09-24,23:59,58242239,12,81741,1440,042 A9 2010 07 12 POD625 V2,42,42,99,76,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-09-24,23:59,58242239,18,138672,1440,043 A10 2010 07 12 POD568 V2,43,43,85,17,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-09-24,23:59,58242239,17,48008,1440,044 A11 2010 07 12 POD624 V2,44,44,104,93,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-09-24,23:59,58242239,2,40333,1440,045 A12 2010 07 12 POD569 V2,45,45,10,10,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-09-24,23:59,58242239,12,75509,1440,046 A13 2010 07 19 POD571 V2,46,46,46,20,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-09-24,23:59,58242239,6,207268,1440,047 A14 2010 07 24 POD621 V2,47,47,19,19,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-09-24,23:59,58242239,26,80339,1440,048 A15 2010 07 24 POD586 V2,48,48,130,88,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-09-24,23:59,58242239,6,97891,1440,050 A17 2010 07 24 POD583 V2,50,50,22,5,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-09-24,23:59,58242239,20,64546,1440,054 A21 2010 07 24 POD631 V2,54,54,79,51,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-09-24,23:59,58242239,4,142068,1440,060 B2 2010 07 20 POD1022 V2,60,60,33,0,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-09-24,23:59,58242239,14,91848,1440,061 B4 2010 07 20 POD1027 V2,61,61,40,25,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-09-24,23:59,58242239,3,5225515,1440,062 B5 2010 07 20 POD1028 V2,62,62,18,0,139,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-09-24,23:59,58242239,0,5636867,1440,063 B6 2010 07 20 POD1025 V2,63,63,0,0,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-09-24,23:59,58242239,11,3716573,1440,064 B7 2010 07 20 POD1023 V2,64,64,34,14,192,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-09-24,23:59,58242239,12,5032862,1440,065 B8 2010 07 20 POD1021 V2,65,65,78,54,220,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-09-24,23:59,58242239,0,5889092,1440,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-09-24,23:59,58242239,1,5658893,1440,067 B11 2010 08 02 POD807 V2,67,67,3,0,46,67
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-09-24,23:59,58242239,1,43129,1440,076 E23 2010 07 24 POD584 V2,76,76,2,0,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-09-24,23:59,58242239,8,23038,1440,088 E1 2010 07 19 POD634 V2,88,88,26,16,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-09-24,23:59,58242239,3,114804,1440,089 E2 2010 07 19 POD615 V2,89,89,13,0,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-09-24,23:59,58242239,16,29708,1440,090 E3 2010 07 19 POD602 V2,90,90,102,18,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-09-24,23:59,58242239,3,83014,1440,091 E4 2010 07 19 POD626 V2,91,91,15,15,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-09-24,23:59,58242239,2,125934,1440,092 E5 2010 07 19 POD616 V2,92,92,9,5,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-09-24,23:59,58242239,10,27696,1440,093 E6 2010 07 19 POD622 V2,93,93,53,4,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-09-24,23:59,58242239,4,68427,1440,094 E7 2010 07 19 POD635 V2,94,94,21,5,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-09-24,23:59,58242239,14,37275,1440,095 E8 2010 07 19 POD592 V2,95,95,63,11,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-09-24,23:59,58242239,27,156353,1440,096 E9 2010 07 19 POD604 V2,96,96,107,67,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-09-24,23:59,58242239,12,52303,1440,098 E11 2010 07 12 POD557 V2,98,98,56,36,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-09-24,23:59,58242239,14,46382,1440,099 E12 2010 07 19 POD591 V2,99,99,43,36,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-09-24,23:59,58242239,30,334250,1440,101 E14 2010 07 24 POD594 V2,101,101,126,96,1,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-09-24,23:59,58242239,2,139478,1440,102 E15 2010 07 24 POD561 V2,102,102,12,0,0,102
103 E16 2010 09 22 POD636 V2 NB DPM.txt,POD636,2010-09-24,23:59,58242239,31,1181452,1440,103 E16 2010 09 22 POD636 V2,103,103,146,64,0,103
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-09-24,23:59,58242239,11,22738,1440,104 E18 2010 07 24 POD629 V2,104,104,58,14,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-09-24,23:59,58242239,3,188495,1440,105 E19 2010 07 24 POD618 V2,105,105,12,12,0,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-09-24,23:59,58242239,9,156845,1440,107 E21 2010 07 24 POD619 V2,107,107,35,35,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-09-24,23:59,58242239,5,34408,1440,108 E22 2010 07 24 POD617 V2,108,108,23,15,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-09-24,23:59,58242239,9,71390,1440,109 E24 2010 07 24 POD607 V2,109,109,31,3,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-09-24,23:59,58242239,47,620298,1440,110 E25 2010 07 25 POD593 V2,110,110,242,126,32,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-09-24,23:59,58242239,17,49642,1440,111 E26 2010 07 25 POD628 V2,111,111,80,48,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-09-24,23:59,58242239,12,166901,1440,112 E17 2010 07 25 POD572 V2,112,112,55,33,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-09-24,23:59,58242239,8,63839,1440,113 E28 2010 07 19 POD1024 V2,113,113,28,5,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-09-24,23:59,58242239,30,856532,1440,51 A18 2010 07 24 POD595 V2,51,51,144,80,0,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-09-24,23:59,58242239,21,261471,1440,53 A20 2010 07 25 POD559 V2,53,53,133,48,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-09-24,23:59,58242239,6,219910,1440,55 A22 2010 07 24 POD608 V2,55,55,25,20,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-09-24,23:59,58242239,3,91879,1440,56 A23 2010 07 24 POD630 V2,56,56,7,3,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-09-24,23:59,58242239,9,72193,1440,78 E17 2010 07 24 POD609 V2,78,78,42,42,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-09-25,23:59,58243679,0,3215980,1440,001 D1 2010 06 22 POD612 V2,1,1,0,0,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-09-25,23:59,58243679,0,144855,1440,002 B0 2010 06 22 POD632 V2,2,2,0,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-09-25,23:59,58243679,0,554697,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
003 B9 2010 10 06 POD633 V2 NB DPM.txt,POD633,2010-09-25,23:59,58243679,0,0,0,003 B9 2010 10 06 POD633 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-09-25,23:59,58243679,4,161478,1440,004 B12 2010 06 22 POD554 V2,4,4,25,6,0,4
004 B12 2010 10 06 POD587 V2 NB DPM.txt,POD587,2010-09-25,23:59,58243679,0,0,6,004 B12 2010 10 06 POD587 V2,4,4,0,0,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-09-25,23:59,58243679,24,42403,1440,005 D4 2010 07 25 POD606 V2,5,5,144,13,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-09-25,23:59,58243679,0,194410,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-09-25,23:59,58243679,2,1035048,1440,025 A1 2010 07 30 POD610 V2,25,25,6,0,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-09-25,23:59,58243679,4,192902,1440,029 A2 2010 07 12 POD564 V2,29,29,18,18,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-09-25,23:59,58243679,16,392789,1440,035 B3 2010 07 20 POD558 V2,35,35,100,34,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-09-25,23:59,58243679,0,159870,1440,036 A3 2010 07 12 POD599 V2,36,36,0,0,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-09-25,23:59,58243679,1,49642,1440,037 A4 2010 07 12 POD588 V2,37,37,7,7,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-09-25,23:59,58243679,8,37111,1440,038 A5 2010 07 12 POD598 V2,38,38,21,0,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-09-25,23:59,58243679,140,395888,1440,039 A6 2010 07 12 POD565 V2,39,39,777,156,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-09-25,23:59,58243679,8,32265,1440,041 A8 2010 07 12 POD589 V2,41,41,31,0,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-09-25,23:59,58243679,3,57161,1440,042 A9 2010 07 12 POD625 V2,42,42,9,0,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-09-25,23:59,58243679,13,70274,1440,043 A10 2010 07 12 POD568 V2,43,43,50,20,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-09-25,23:59,58243679,12,44200,1440,044 A11 2010 07 12 POD624 V2,44,44,80,30,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-09-25,23:59,58243679,20,40780,1440,045 A12 2010 07 12 POD569 V2,45,45,85,40,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-09-25,23:59,58243679,20,63687,1440,046 A13 2010 07 19 POD571 V2,46,46,86,24,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-09-25,23:59,58243679,15,111005,1440,047 A14 2010 07 24 POD621 V2,47,47,85,17,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-09-25,23:59,58243679,15,30471,1440,048 A15 2010 07 24 POD586 V2,48,48,66,54,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-09-25,23:59,58243679,9,75868,1440,050 A17 2010 07 24 POD583 V2,50,50,42,3,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-09-25,23:59,58243679,8,38562,1440,054 A21 2010 07 24 POD631 V2,54,54,27,22,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-09-25,23:59,58243679,1,71924,1440,060 B2 2010 07 20 POD1022 V2,60,60,3,3,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-09-25,23:59,58243679,18,99797,1440,061 B4 2010 07 20 POD1027 V2,61,61,73,40,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-09-25,23:59,58243679,3,3305918,1440,062 B5 2010 07 20 POD1028 V2,62,62,14,14,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-09-25,23:59,58243679,1,4223892,1440,063 B6 2010 07 20 POD1025 V2,63,63,11,0,7,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-09-25,23:59,58243679,57,2621367,1440,064 B7 2010 07 20 POD1023 V2,64,64,232,47,701,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-09-25,23:59,58243679,6,4453128,1440,065 B8 2010 07 20 POD1021 V2,65,65,24,5,88,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-09-25,23:59,58243679,2,5808135,1440,066 B10 2010 08 02 POD492 V2,66,66,8,8,119,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-09-25,23:59,58243679,10,4561237,1440,067 B11 2010 08 02 POD807 V2,67,67,29,0,142,67
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-09-25,23:59,58243679,17,28103,1440,076 E23 2010 07 24 POD584 V2,76,76,120,37,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-09-25,23:59,58243679,4,18518,1440,088 E1 2010 07 19 POD634 V2,88,88,15,0,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-09-25,23:59,58243679,7,147391,1440,089 E2 2010 07 19 POD615 V2,89,89,43,30,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-09-25,23:59,58243679,5,19836,1440,090 E3 2010 07 19 POD602 V2,90,90,21,3,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-09-25,23:59,58243679,7,132027,1440,091 E4 2010 07 19 POD626 V2,91,91,27,3,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-09-25,23:59,58243679,10,77928,1440,092 E5 2010 07 19 POD616 V2,92,92,42,15,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-09-25,23:59,58243679,5,28804,1440,093 E6 2010 07 19 POD622 V2,93,93,29,5,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-09-25,23:59,58243679,8,32246,1440,094 E7 2010 07 19 POD635 V2,94,94,40,12,0,94
095 E8 2010 07 19 POD592 V2 NB DPM.txt,POD592,2010-09-25,23:59,58243679,3,30908,1440,095 E8 2010 07 19 POD592 V2,95,95,7,0,0,95
096 E9 2010 07 19 POD604 V2 NB DPM.txt,POD604,2010-09-25,23:59,58243679,24,125058,1440,096 E9 2010 07 19 POD604 V2,96,96,119,42,0,96
098 E11 2010 07 12 POD557 V2 NB DPM.txt,POD557,2010-09-25,23:59,58243679,10,26507,1440,098 E11 2010 07 12 POD557 V2,98,98,40,22,0,98
099 E12 2010 07 19 POD591 V2 NB DPM.txt,POD591,2010-09-25,23:59,58243679,1,21007,1440,099 E12 2010 07 19 POD591 V2,99,99,11,0,0,99
101 E14 2010 07 24 POD594 V2 NB DPM.txt,POD594,2010-09-25,23:59,58243679,33,140779,1440,101 E14 2010 07 24 POD594 V2,101,101,234,73,9,101
102 E15 2010 07 24 POD561 V2 NB DPM.txt,POD561,2010-09-25,23:59,58243679,3,47534,1440,102 E15 2010 07 24 POD561 V2,102,102,12,0,0,102
103 E16 2010 09 22 POD636 V2 NB DPM.txt,POD636,2010-09-25,23:59,58243679,52,1030055,1440,103 E16 2010 09 22 POD636 V2,103,103,226,98,34,103
104 E18 2010 07 24 POD629 V2 NB DPM.txt,POD629,2010-09-25,23:59,58243679,7,118451,1440,104 E18 2010 07 24 POD629 V2,104,104,24,12,0,104
105 E19 2010 07 24 POD618 V2 NB DPM.txt,POD618,2010-09-25,23:59,58243679,6,162254,1440,105 E19 2010 07 24 POD618 V2,105,105,17,8,0,105
107 E21 2010 07 24 POD619 V2 NB DPM.txt,POD619,2010-09-25,23:59,58243679,15,122048,1440,107 E21 2010 07 24 POD619 V2,107,107,92,15,0,107
108 E22 2010 07 24 POD617 V2 NB DPM.txt,POD617,2010-09-25,23:59,58243679,14,42158,1440,108 E22 2010 07 24 POD617 V2,108,108,99,95,0,108
109 E24 2010 07 24 POD607 V2 NB DPM.txt,POD607,2010-09-25,23:59,58243679,2,57718,1440,109 E24 2010 07 24 POD607 V2,109,109,13,13,0,109
110 E25 2010 07 25 POD593 V2 NB DPM.txt,POD593,2010-09-25,23:59,58243679,130,541166,1440,110 E25 2010 07 25 POD593 V2,110,110,725,269,0,110
111 E26 2010 07 25 POD628 V2 NB DPM.txt,POD628,2010-09-25,23:59,58243679,16,38234,1440,111 E26 2010 07 25 POD628 V2,111,111,61,31,0,111
112 E17 2010 07 25 POD572 V2 NB DPM.txt,POD572,2010-09-25,23:59,58243679,18,171711,1440,112 E17 2010 07 25 POD572 V2,112,112,75,47,0,112
113 E28 2010 07 19 POD1024 V2 NB DPM.txt,POD1024,2010-09-25,23:59,58243679,17,78158,1440,113 E28 2010 07 19 POD1024 V2,113,113,60,19,0,113
51 A18 2010 07 24 POD595 V2 NB DPM.txt,POD595,2010-09-25,23:59,58243679,57,580327,1440,51 A18 2010 07 24 POD595 V2,51,51,364,97,0,51
53 A20 2010 07 25 POD559 V2 NB DPM.txt,POD559,2010-09-25,23:59,58243679,19,93302,1440,53 A20 2010 07 25 POD559 V2,53,53,82,53,0,53
55 A22 2010 07 24 POD608 V2 NB DPM.txt,POD608,2010-09-25,23:59,58243679,5,36280,1440,55 A22 2010 07 24 POD608 V2,55,55,13,2,0,55
56 A23 2010 07 24 POD630 V2 NB DPM.txt,POD630,2010-09-25,23:59,58243679,3,70280,1440,56 A23 2010 07 24 POD630 V2,56,56,25,0,0,56
78 E17 2010 07 24 POD609 V2 NB DPM.txt,POD609,2010-09-25,23:59,58243679,11,37812,1440,78 E17 2010 07 24 POD609 V2,78,78,45,14,0,78
001 D1 2010 06 22 POD612 V2 NB DPM.txt,POD612,2010-09-26,23:59,58245119,0,1396253,1440,001 D1 2010 06 22 POD612 V2,1,1,0,0,0,1
002 B0 2010 06 22 POD632 V2 NB DPM.txt,POD632,2010-09-26,23:59,58245119,7,154051,1440,002 B0 2010 06 22 POD632 V2,2,2,22,0,0,2
003 B9 2010 06 22 POD600 V2 NB DPM.txt,POD600,2010-09-26,23:59,58245119,0,113787,1440,003 B9 2010 06 22 POD600 V2,3,3,0,0,0,3
003 B9 2010 10 06 POD633 V2 NB DPM.txt,POD633,2010-09-26,23:59,58245119,0,0,0,003 B9 2010 10 06 POD633 V2,3,3,0,0,0,3
004 B12 2010 06 22 POD554 V2 NB DPM.txt,POD554,2010-09-26,23:59,58245119,3,181152,1440,004 B12 2010 06 22 POD554 V2,4,4,37,37,0,4
004 B12 2010 10 06 POD587 V2 NB DPM.txt,POD587,2010-09-26,23:59,58245119,0,0,3,004 B12 2010 10 06 POD587 V2,4,4,0,0,0,4
005 D4 2010 07 25 POD606 V2 NB DPM.txt,POD606,2010-09-26,23:59,58245119,2,14769,1440,005 D4 2010 07 25 POD606 V2,5,5,13,7,0,5
023 B1 2010 07 20 POD605 V2 NB DPM.txt,POD605,2010-09-26,23:59,58245119,0,130237,1440,023 B1 2010 07 20 POD605 V2,23,23,0,0,0,23
025 A1 2010 07 30 POD610 V2 NB DPM.txt,POD610,2010-09-26,23:59,58245119,12,589745,1440,025 A1 2010 07 30 POD610 V2,25,25,68,21,0,25
029 A2 2010 07 12 POD564 V2 NB DPM.txt,POD564,2010-09-26,23:59,58245119,1,98396,1440,029 A2 2010 07 12 POD564 V2,29,29,3,3,0,29
035 B3 2010 07 20 POD558 V2 NB DPM.txt,POD558,2010-09-26,23:59,58245119,1,172068,1440,035 B3 2010 07 20 POD558 V2,35,35,7,0,0,35
036 A3 2010 07 12 POD599 V2 NB DPM.txt,POD599,2010-09-26,23:59,58245119,5,58875,1440,036 A3 2010 07 12 POD599 V2,36,36,39,10,0,36
037 A4 2010 07 12 POD588 V2 NB DPM.txt,POD588,2010-09-26,23:59,58245119,3,19802,1440,037 A4 2010 07 12 POD588 V2,37,37,10,0,0,37
038 A5 2010 07 12 POD598 V2 NB DPM.txt,POD598,2010-09-26,23:59,58245119,12,32377,1440,038 A5 2010 07 12 POD598 V2,38,38,47,22,0,38
039 A6 2010 07 12 POD565 V2 NB DPM.txt,POD565,2010-09-26,23:59,58245119,30,103236,1440,039 A6 2010 07 12 POD565 V2,39,39,105,51,0,39
041 A8 2010 07 12 POD589 V2 NB DPM.txt,POD589,2010-09-26,23:59,58245119,7,27267,1440,041 A8 2010 07 12 POD589 V2,41,41,24,20,0,41
042 A9 2010 07 12 POD625 V2 NB DPM.txt,POD625,2010-09-26,23:59,58245119,9,41303,1440,042 A9 2010 07 12 POD625 V2,42,42,41,35,0,42
043 A10 2010 07 12 POD568 V2 NB DPM.txt,POD568,2010-09-26,23:59,58245119,7,26098,1440,043 A10 2010 07 12 POD568 V2,43,43,19,6,0,43
044 A11 2010 07 12 POD624 V2 NB DPM.txt,POD624,2010-09-26,23:59,58245119,18,26156,1440,044 A11 2010 07 12 POD624 V2,44,44,89,54,0,44
045 A12 2010 07 12 POD569 V2 NB DPM.txt,POD569,2010-09-26,23:59,58245119,8,25137,1440,045 A12 2010 07 12 POD569 V2,45,45,23,15,0,45
046 A13 2010 07 19 POD571 V2 NB DPM.txt,POD571,2010-09-26,23:59,58245119,13,36677,1440,046 A13 2010 07 19 POD571 V2,46,46,57,43,0,46
047 A14 2010 07 24 POD621 V2 NB DPM.txt,POD621,2010-09-26,23:59,58245119,4,46712,1440,047 A14 2010 07 24 POD621 V2,47,47,17,6,0,47
048 A15 2010 07 24 POD586 V2 NB DPM.txt,POD586,2010-09-26,23:59,58245119,13,30587,1440,048 A15 2010 07 24 POD586 V2,48,48,65,35,0,48
050 A17 2010 07 24 POD583 V2 NB DPM.txt,POD583,2010-09-26,23:59,58245119,11,81830,1440,050 A17 2010 07 24 POD583 V2,50,50,81,2,0,50
054 A21 2010 07 24 POD631 V2 NB DPM.txt,POD631,2010-09-26,23:59,58245119,22,61967,1440,054 A21 2010 07 24 POD631 V2,54,54,85,54,0,54
060 B2 2010 07 20 POD1022 V2 NB DPM.txt,POD1022,2010-09-26,23:59,58245119,0,68752,1440,060 B2 2010 07 20 POD1022 V2,60,60,0,0,0,60
061 B4 2010 07 20 POD1027 V2 NB DPM.txt,POD1027,2010-09-26,23:59,58245119,17,159584,1440,061 B4 2010 07 20 POD1027 V2,61,61,72,0,0,61
062 B5 2010 07 20 POD1028 V2 NB DPM.txt,POD1028,2010-09-26,23:59,58245119,0,1675644,1440,062 B5 2010 07 20 POD1028 V2,62,62,0,0,0,62
063 B6 2010 07 20 POD1025 V2 NB DPM.txt,POD1025,2010-09-26,23:59,58245119,1,1472747,1440,063 B6 2010 07 20 POD1025 V2,63,63,4,4,0,63
064 B7 2010 07 20 POD1023 V2 NB DPM.txt,POD1023,2010-09-26,23:59,58245119,9,1063621,1440,064 B7 2010 07 20 POD1023 V2,64,64,42,13,0,64
065 B8 2010 07 20 POD1021 V2 NB DPM.txt,POD1021,2010-09-26,23:59,58245119,2,1502630,1440,065 B8 2010 07 20 POD1021 V2,65,65,10,10,0,65
066 B10 2010 08 02 POD492 V2 NB DPM.txt,POD492,2010-09-26,23:59,58245119,0,4482633,1440,066 B10 2010 08 02 POD492 V2,66,66,0,0,0,66
067 B11 2010 08 02 POD807 V2 NB DPM.txt,POD807,2010-09-26,23:59,58245119,92,2879181,1440,067 B11 2010 08 02 POD807 V2,67,67,387,99,214,67
076 E23 2010 07 24 POD584 V2 NB DPM.txt,POD584,2010-09-26,23:59,58245119,1,33348,1440,076 E23 2010 07 24 POD584 V2,76,76,2,0,0,76
088 E1 2010 07 19 POD634 V2 NB DPM.txt,POD634,2010-09-26,23:59,58245119,1,10406,1440,088 E1 2010 07 19 POD634 V2,88,88,2,0,0,88
089 E2 2010 07 19 POD615 V2 NB DPM.txt,POD615,2010-09-26,23:59,58245119,11,103702,1440,089 E2 2010 07 19 POD615 V2,89,89,47,19,0,89
090 E3 2010 07 19 POD602 V2 NB DPM.txt,POD602,2010-09-26,23:59,58245119,7,25800,1440,090 E3 2010 07 19 POD602 V2,90,90,54,20,0,90
091 E4 2010 07 19 POD626 V2 NB DPM.txt,POD626,2010-09-26,23:59,58245119,9,101977,1440,091 E4 2010 07 19 POD626 V2,91,91,44,11,0,91
092 E5 2010 07 19 POD616 V2 NB DPM.txt,POD616,2010-09-26,23:59,58245119,9,70376,1440,092 E5 2010 07 19 POD616 V2,92,92,57,0,0,92
093 E6 2010 07 19 POD622 V2 NB DPM.txt,POD622,2010-09-26,23:59,58245119,3,15701,1440,093 E6 2010 07 19 POD622 V2,93,93,9,4,0,93
094 E7 2010 07 19 POD635 V2 NB DPM.txt,POD635,2010-09-26,23:59,58245119,12,28984,1440,094 E7 2010 07 19 POD635 V2,94,94,42,35,0,94
